(0, 6.5, 20, 0, 0, 0, 1.58, -1)
(0.0, 6.5, 20.0, 0.0, 0.0, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 0.325, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 0.65, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 0.975, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 1.3, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 1.625, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 1.95, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 2.275, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 2.6, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 2.9250000000000003, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 3.25, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 3.575, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 3.9, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 4.2250000000000005, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 4.55, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 4.875, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 5.2, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 5.5249999999999995, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 5.8500000000000005, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 6.175, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 6.5, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 6.825, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 7.15, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 7.475, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 7.8, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 8.125, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 8.450000000000001, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 8.775, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 9.1, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 9.424999999999999, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 9.75, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 10.075000000000001, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 10.4, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 10.725, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 11.049999999999999, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 11.375, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 11.700000000000001, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 12.025, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 12.35, 0.0, 1.58, -1.0)
(0.0, 6.5, 20.0, 0.0, 12.674999999999999, 0.0, 1.58, -1.0)
